datum,stijl,bezetting,liturgie
2024-05-09,Orgel,Jan,"Opening van de dienst: welkom!
 Openingspsalm: Psalm 47 (DNP)
 Wat is Hemelvaart? Introductie op de viering van Hemelvaart
 Lied: Al heeft Hij ons verlaten (NLB 663)
Kinderkunst Kidz678
Gebed voor de opening van het Woord
 Eerste lezing: Lucas 24,36-53
 Lied: Thy hand o God has guided (vers 1)
 Tweede lezing: 1 Petrus 1,22 - 2,10
 Lied: Thy hand o God has guided (vers 3)
 Preek
 Psalm 118:1,2,6,7 (DNP) 
Collecte en voorbeden
 Slotlied: NLB 675:1
 Zegen (en gezongen amen)"
2024-05-12,Band,Cornerstone,"Stil voor God        
 Votum en Groet
 Zingen PsalmProject 27
 Leefregels
 Zingen Gezang 449 (Liedboek 1973)
 Kinderlied Vertel het aan de mensen    
 Gebed
 Schriftlezing Efeze 1:15-23
    Lucas 24:44-49 – BiGT*
 Zingen Psalm 68:6a/7b (DNP)
 Verkondiging
 Zingen Opwekking 689
 Dankgebed
 Collecte        
 Slotzang Hemelse gave(Sela)
 Zegen"
2024-05-19,Band,Abba,"Opening van de dienst: welkom!
 Lied: Hoe groot is uw trouw, o Heer (Opw. 708)
 Leefregel: Johannes 15,9-17
 Lied: Kom Heilige Geest (Sela)
 Kindermoment
 Gebed voor de opening van het Woord
 Bijbellezing: Johannes 14,15-26
 Lied: Geest van hierboven (NLB 675:1)
 Preek
 Lied: Heer u doorgrondt en kent mij (Opw. 518/Psalm 139)
 Voorbeden en collecte
 Lied: Familie (Opw. 767/Psalm 133)
 Viering Heilig Avondmaal
 Dankzegging en slotlied: Mijn Jezus, mijn redder (Opw. 461)
 Zegen"
2024-05-26,Orgel,Christoffel,"Stil gebed
 Votum en groet
 Psalm 100:1,2,3 (DNP) ‘Juich, heel de aarde, voor de HEER’
 Geloofsbelijdenis: LB 342 ‘In God de Vader op zijn troon’
 Gebed
 Moment met de kinderen
 Jesaja 42,1-13
 Psalm 146:3,4,5 (DNP) ‘Wie op Jakobus God blijft bouwen’
 Mattëus 11,25-30
 LB 936:1,2,3 ‘Luister naar de wind’
 Verkondiging over Jesaja 42,3 ‘Gods Zoon zet alles recht’
 LB 459:1,4,5,7 ‘Ik breng een rechter aan het licht’
 Dankzegging en voorbede
 Inzameling van de gaven voor African Mission
 Opwekking 805 ‘Maak ons hart onrustig, God’
 Zegen"
2024-06-02,KB,A Capella KB,"Opening van de dienst
 Psalmen voor Nu 121
 Geloofsbelijdenis
 Lied: Agnus Dei (Michael W Smith | Hallelujah - for the Lord God almighty reigns)
 Met de kinderen
 Lied voorafgaand aan de bijbellezing: Verwachten (Sela - opw. 780)
 Bijbellezing: Johannes 15,1-17
 Preek
 Lied: Opw. 427 - Maak mij rein voor U.
 Collecte 
 Voorbeden - mogelijkheid om gebedspunten in te brengen
 Slotlied: Hoor ons loflied, Heer! (Opw. 553)
 Zegen"
2024-06-07,,,"Opening vd dienst
 Lied - Met open armen (SvG)
 Gebed
 Lezen - Psalm 37: 1-6
 Lied - Wat de toekomst brengen mogen (Reisgenoten)
 Preek
 Antwoordlied - Onze Schuilplaats is God (Mozaiek Worship)
 Inleiding huwelijk
 Geloften & inzegening
 Zegenlied - The Blessing
 Collecte & uitreiken trouwbijbel
 Slotlied - Adembenemend (Opwekking)
 Zegen
 Lied - Zegenkroon (Opwekking)
Locatie
Immanuelkerk"
2024-06-09,Band,Abba,":
Welkom in de dienst
 Lied: - Kom nu is de tijd - Opwekking 539
 Votum en zegengroet
 Lied. Still my soul be still / stil mijn ziel wees stil - Opwekking 717
 Verootmoediging/leefregel
 Lied. Here's my heart Lord - Opwekking 802
 Gebed
 Lantaarn aansteken
 Lezing: Matteus 18:1-11
 Lied: Fundament - Opwekking 785
 Preek
 Lied: Heer wijs mij Uw weg - Sela / Opwekking 687
 Gebed
 Collecte + lied band: Build my life - Pat Barrett
 Lied: God van licht / My lighthouse - Opwekking 807
 Zegen"
2024-06-16,Orgel,Mattijs,"Opening van de dienst
 Openingslied: ‘Groot is uw trouw, o Heer’ (NLB 885)
 Geloofsbelijdenis
 Antwoord: ‘Father we love you’ (NLB 875)
 (met de kinderen)
 Lied: ‘Als een hert dat verlangt naar water’
 Bijbellezing: Prediker 1,1-11; 3,9-15
 Verkondiging
 Antwoord: Psalm 42:1-3 (DNP)
 Collecten en voorbeden
 Slotlied: Psalm 150 (NLB 150a)
 Zegen"
2024-06-23,KB,Juliëtte,"Votum en Groet
 Zingen: NLB 216: 1-3 (Dit is een morgen als ooit de eerste)
 Wetslezing
 Zingen: Psalmen voor Nu 16 (Ik val niet uit uw hand)
 Gebed
 Zingen: Psalm 42:1-3 (De Nieuwe Psalmberijming)
 Lezen: Romeinen 8:18-30
 Zingen: Psalm 42:4-6 (De Nieuwe Psalmberijming)
 Preek (Romeinen 8:24-26)
 Zingen: Op Toonhoogte 220 (Wij blijven geloven)
 Gebed
 Collecte
 Zingen: Opwekking 313 (Hou vol)
 Zegen"
2024-06-30,Band,Cornerstone,"Opening van de dienst
 Lied: 10.000 Reasons (Bless the Lord - Opw. 733)
 Geloofsbelijdenis
 Lied: Juicht want Jezus is Heer
 Gebed voor de opening van het Woord
 Bijbellezing: Prediker 4,17 - 5,6 en 12,9-14
 Lied: In de hemel is de Heer
 Preek
 Lied: Toon mijn liefde (Opw. 705)
 Openbare geloofsbelijdenis
 Lied: Regeer in mij
 Dank- en voorbeden
 Heilig Avondmaal
 Dankzegging en slotlied: psalm 68:8 (tekst Gereformeerd Kerkboek)
 Zegen"
2024-07-07,Orgel,Jan,"Opening van de dienst
 Psalm 100 (DNP)
 Leefregel (bergrede)
 Lied: Glorie aan God
 Met de kinderen
 Gebed voor de opening van het Woord
 Bijbellezing: Prediker 5,12-19 & 9,1-10
 Preek
 Psalm 127:1,2 (DNP)
 Bevestiging van ambtsdragers
 Psalm 134 (DNP)
 Mededelingen (bij overlijden Bram de Boer: Psalm 139:5 en 6 DNP)
 Voorbeden en collecten
 Slotlied: Psalm 150 (NLB 150a: geprezen zij God)
 Zegen"
2024-07-14,Band,A Capella,"Opening van de dienst
 Lied: 10.000 redenen
 Geloofsbelijdenis
 Lied: We are one in the Spirit
 Voor de opening van het Woord: 'Als een hert' (Psalm 42)
 Bijbellezing: Prediker 7,1-4
 Preek
 Lied: Heer U bent mijn leven
 Collecte en voorbeden
 Slotlied: Loof de Heer (want Hij is goed) Psalm Project 136
 Zegen"
2024-07-21,KB,Martien,"Opw 815 (Vul dit huis met uw glorie);
 Votum/groet;
 PvN 84 (Wat hou ik van uw huis);
 Gebed;
 PvN 16 (Ik val niet uit zijn hand);
 Lezen Ps 131 / Mc 10, 13-16 / Matt 11, 28-30;
 Preek;
 Psalm Project 27 (Wacht op de Heer);
 Voorbedegebed;
 Opw. 244 (Welzalig de man die niet wandelt);
 Collecte;
 LB 939 (Op U alleen, mijn licht, mijn kracht);
 Zegen"
2024-07-28,Orgel,Mattijs,"Welkom
 Moment van stilte
 Votum
 Zegengroet
 Zingen 1 (GKB 161:1 en 3 Heer U bent mijn leven)
 10 woorden
 Zingen 2 (GKB Psalm 51 : 1, 5)
 Gebed
 Lezen Hebreeën 11
 Zingen 3 (GKB 118 : 1 – 3 God is getrouw, zijn plannen falen niet)
 Preek
 Zingen 4 (OPW 311 k’ Heb geloofd en daarom zing ik)
 Collecte + Voorbede
 Zingen 5 (LBK 416 Ga met God en Hij zal met je zijn)
 Zegen"
2024-08-04,KB,Arend,"Votum en groet
 Lied 1: Opw 430 (Heer ik prijs uw grote naam)
 Geloofsbelijdenis
 Lied 2: Opw 462 (Aan uw voeten Heer)
 Gebed
 Lezen: Gen 3, 1-15
 Lezen: Opb 12
 Lied 3: Opw 585 (Er is een dag)
 Preek
 Lied 4: Opw 595 (Licht van de wereld)
 Mededelingen
 Gebed
 Collecte (collectelied: Dan bent u bij ons – Schrijvers voor Gerechtigheid)
 Lied 5: Opw 832 (Jezus Overwinnaar)
 Zegen "
2024-08-11,KB,Koos,"Votum en groet  (sela)
 zingen:  Dit is morgen als eens de eerste (NLB 216)
 Gebed
 Lezen: Galaten 5, 22-23; psalm 103,
 zingen: LB 103c, 1.2.3 (loof de koning heel mijn wezen)
 preek
 zingen: Laat het huis gevuld zijn (hh 232)
 leefregel
 zingen: NLB 1005 (Christus ons licht)
 gebed
 collecte
 zingen: NLB 885 (Groot is uw trouw, O Heer)
 zegen"
2024-08-18,Orgel,Arjan,"Welkom en opening van de dienst
 Psalm 84:1,2 (DNP)
 Geloofsbelijdenis
 Lied: Heer, ik kom tot U
 (met de kinderen)
 Gebed voor de opening van het Woord
 Bijbellezing: Johannes 1,14-18 en 29-39
 Lied: ‘k Stel mijn vertrouwen op de Heer mijn God (3x in canon)
 Preek
 Lied: Ik zal er zijn (Sela)
 Evt. mededelingen en voorbeden
 Collecte
 Slotlied: Heer U bent mijn leven
 Zegen (en gezongen amen)"
2024-08-25,Band,VGSD,"Opening van de dienst
 Lied: 'Met open armen'
 Leefregel
 Gebed om ontferming / lofzang: ‘Grote God wij loven U’
 Introductie op de bijbellezing
 Gebed voor de opening van het Woord: ’Spreek o Heer'
 Bijbellezing: Ruth 1,1-19
 Preek
 Antwoordlied: ‘Vader u bent goed’
 Voorbeden
 Collecte 
 Inleiding op de viering van het Avondmaal
 Voorbereidingslied: ‘Aan uw voeten Heer’
 Viering Heilig Avondmaal
 Dankzegging
 Slotlied: 'Regeer in mij!'
 Zegen"
2024-09-01,Band,Cornerstone,"Even stil worden aan het begin van de dienst: ’Stil mijn ziel, wees stil’ 
 Opening van de dienst: wellkom, votum en groet
 Lied: 'Samen in de naam van Jezus'
 Geloofsbelijdenis: 'De kerk van alle tijden'
 Inleiding op de Heilige Doop
 Luisterlied: 'boven alle onrust uit'
 Bediening van de H. Doop
 Psalm 105:5 (Gereformeerd Kerkboek)
 Gebed voor de opening van het Woord
 Bijbellezing: Ruth 1,19b-2,13
 Preek
 Bevestiging diakenen
 Lied: 'Familie'
 Voorbeden en collecte (Sela - Goed om hier te zijn)
 Slotlied: Houd vol
 Zegen"
2024-09-07,,,"De kerkdienst wordt gehouden in de Immanuelkerk en wordt ook uitgezonden via Youtube
Klik 
hier
 om de dienst van deze week te bekijken"
2024-09-08,Orgel/KB,Christoffel+ Juliette,"Opening van de dienst: welkom, votum en groet
 Lied: 'Breng ons samen' (Sela)
 Geloofsbelijdenis 
 Lied: 'Machtig God, sterke rots' (2x)
 Bevestiging van ds. Arnout Francke
 Inleiding: met de kinderen
 Bevestiging en zegen
 Na de bevestiging: psalm 134
Gebed voor de opening van het Woord
 Bijbellezing: Romeinen 5:1-11 en preek ‘
Wat is jouw houvast in het leven?’
 Na de verkondiging: ‘Thy hand o God has guided’ (3 coupletten)
Voorbeden, mededelingen en collecten
 Slotlied: Houd vol! (Opw. 798)
Zegen"
2024-09-13,,,"Locatie: Petruskerk, Woerden
Locatie
Petruskerk
Kerkplein 5
Woerden"
2024-09-15,KB,Marlies+ Pieter+ Eveline+ Loes,"Plek van stil gebed
 Votum en zegengroet
 Antwoordlied:     Opwekking 464    Wees stil voor het aangezicht van God
 Geloofsbelijdenis
 Antwoordlied:        Psalm 122 : 1.3. (DNP)
 Kindermoment
 Gebed voor de opening van het Woord
 Bijbellezing uit NVB '21:    Prediker 4 : 17 - 5 : 6
 Preek
 Thema:   Eerbied in Gods huis!
 Antwoordlied    Opwekking 623  Laat het huis
 gevuld zijn
 afkondigingen & aansluitend het voorbede gebed
 collecte met muziek:    Psalmen voor Nu 84     Wat hou ik van uw huis
 Slotlied        Alles wat adem heeft (Sela)
 Zegen  "
2024-09-22,Orgel,Jan,"Welkom!
 Stiltemoment
 Votum en Groet 
 Lied 150a 
Geprezen zij God
 Gebed om ontferming
 Lied 289 
Heer, het licht van uw liefde schittert
 Gebed voor opening van Gods Woord
 Kinderen naar Chrisclub
 Bijbellezing: Marcus 4:1-9 en 13-20
 Preek
 Opwekking 575 
Jezus alleen
 Mededelingen
 Voorbedegebed
 Collecte
 Inleiding viering avondmaal
 Lied: 
Bread of the world in mercy broken
 Viering avondmaal
 Leefregel
 Lied 978 
Aan U behoort, o Heer der Heren
 Zegen"
2024-09-29,Band,A Capella,"Votum en groet
 Opwekking 638 (Prijs Adonai)
 Geloofsbelijdenis – GKB’17 176: 1,5 (‘k geloof in God de Vader die uit niets)
 Gebed
 Lezen: Opb 13
 Psalm 2 (Wat willen alle wereldleiders toch?)
 Preek
 Opwekking 334 (Heer uw licht en uw liefde schijnen)
 Mededelingen
 Gebed
 Collecte
 Opwekking 354 (Glorie aan God)
 Zegen"
2024-10-06,KB,Arend,"Opening van de dienst
 Psalm 84 (PvN) - Wat hou ik van uw huis
 Geloofsbelijdenis
 Lied: Licht van de wereld (Opw. 595)
 Met de kinderen
 Intro op de bijbellezing en gebed
 Bijbellezing: Genesis 11,27-12,9
 Antwoordlied: Psalm 105:3 (DNP)
 Preek: op weg met Abraham, een stap in geloof
 Lied: Lopen op het water
 Collecte (en collectelied 'Hier is mijn hart, Heer' Opw. 802)
 Voorbeden
 Slotlied: Wees mijn verlangen (Opw. 520)
 Zegen"
2024-10-13,Band,Abba (Antonie),"Opening van de dienst
 Opw. 529: Kom nu is de tijd!
 Leefregel
 Opw. 569: Regeer in mij
 Met de kinderen (groep 1/2)
 Intro op de bijbellezing
 Gebed
 Bijbellezing: Genesis 12,10-20
 Preek
 Opw. 785: Fundament
 Collecte (tijdens collecte Psalm 91 - Sons of Korah)
 Voorbeden
 Slotlied: Ik wens jou (Trinity)
 Zegen"
2024-10-20,Orgel,Christoffel,"Welkom
 Stiltemoment
 Psalm 121 couplet 1 + christelijke groet
 Psalm 146 couplet 1, 3 en 4 [levensliederen]
 NLB Lied 1005 
Zoekend naar licht
, couplet 1, 2, 4 en 5
 Kindermoment, daarna kinderen naar Chrisclub
 Gebed om opening van Gods Woord
 Bijbellezing: Genesis 13: 1-18
 Preek
 Gezang 177 
Heer, U bent mijn leven
, couplet 1 t/m 4
 Mededelingen
 Collecte
 Voorbedegebed
 Slotlied: Opwekking 58 
Vrede zij U…
 Zegen (+ gesproken amen)"
2024-10-27,KB,Juliëtte,"Welkom + 
Stiltemoment
Votum en Groet (alles uitgesproken)
Lied: 
Met open armen
 (Schrijvers voor Gerechtigheid)
Leefregel
Psalm 25 vers 2 en 4
Gebed voor opening van het Woord
Inleiding op Bijbellezing
Bijbellezing: Genesis 15: 1-6 en Hebreeën: 11: 8-16
Filmpje over geloofstwijfel
Preek
Opwekking 803 
Vol Ontzag
Mededelingen en voorbeden
Collecte (tijdens collecte muziek: Huis van vrede (Sela))
Inleiding + viering avondmaal: 
Aan uw tafel
 (Sela) & 
U geeft rust
 (opwekking 855))
Slotlied: Opwekking 798 
Houd vol
Zegen"
2024-11-03,Band,VGSD (Sander),"Welkom
Stiltemoment
Votum en Groet (uitgesproken)
Opwekking 733 Tienduizend redenen…
Opwekking 510 Dit is mijn verlangen
Gebed voor opening van Gods Woord
Kindermoment + Kinderen naar Chrisclub
Bijbellezing: Psalm 104 
Opwekking 407 How great thy art
Preek
Lied: Breng ons in evenwicht – Schrijvers voor gerechtigheid
Mededelingen en Voorbedegebed
Collectelied: God van de aarde 
Slotlied: 
Laat ons samen een zijn
 - Sela 
Zegen"
2024-11-10,Orgel,Mattijs,"Welkom! 
 Moment van stilte
 Votum en begroeting
 Lied: NLB 218 - Dank U voor deze nieuwe morgen
 Belijdenis/bemoediging: Kolossenzen 1
 Themalied Groene Weken - Breng ons in evenwicht
 Inleiding op de doop
 Lied - Jezus is de goede Herder
 Bediening van de Heiige Doop
 Psalm 121 (DNP)
 Bijbellezing: Tessalinicenzen 5,14-24
 Lied - Groot is uw trouw o Heer
 Overdenking
 Lied - Jezus vol liefde (canon)
 Dankgebeden - tussen de gebeden door zingen we het refrein van Psalm 67
 Collecte
 Slotlied NLB 704 – Dank, dank nu allen God
 Zegen (en gezongen amen)"
2024-11-17,KB,Martien,"Welkom
Stiltemoment
Votum en Groet
Opwekking 719 Indescribable (zingen in het Engels!)
PsalmProject Ps.51 811 Witter dan sneeuw – 
Gebed
Kindermoment
Kinderen naar Chrisclub
Schriftlezing: Joël 1: 1-14 en 2: 12-14 en 2: 21-24
Preek
Lied: 
Breng ons in evenwicht
 – Schrijvers voor gerechtigheid
Voorbedegebed
Collecte: 
Dan bent U met ons
… - schrijvers voor gerechtigheid
Slotlied: 
Toekomst vol van hoop
 - Sela
Zegen"
2024-11-24,Band,Cornerstone (Lineke),"Gedicht
Stiltemoment
Welkom & Votum & Groet
Opwekking 281 
Als een hert dat verlangt
Woord van bemoediging
Opwekking 789 Lopen op het water 
Mededelingen
Gebed                                                  
Collecte [Gezang 981: 
Zolang er mensen zijn op aarde, 
nieuwe liedboek]
Kindermoment
Bijbellezing: Spreuken 14 vers 10
Bijbellezing: Marcus 14: 32-42
Luisterlied: 
Ken je mij
 – Oosterhuis
Preek
Ik zal er zijn
 – Sela
GEDENKEN:
4 gedachteniskaarsen
Lied 
De mensen die we missen
 – Sela 
Gedenken door allen
Slotlied: Opwekking 818 
Op die dag
Zegen"
2024-12-01,KB,A Capella KB (Marnix),"(in de adventstijd begint de dienst steeds met een nieuw couplet van het 'kaarsenlied')
 Het kaarsenlied (refrein + couplet 1)
 Aansteken van de eerste adventskaars
 Lezen: Jesaja 2:4-5
Moment van stilte, votum en groet
 Lied: Onze schuilplaats is God
 Geloofsbelijdenis (NIcea)
 Lied: Father we love You!
Kinderen gaan naar de chrisclubs
 Intro op de lezingen en de thema’s van advent
 Bijbellezing: Lucas 3:1-17
 Antwoordlied: Licht aan! (SvG)
Gebeden
 Collecte (lied: opw. 592)
Inleiding op de viering van de Maaltijd
 Lied: Zolang er mensen zijn op aarde (NLB 981:1,2,4,5)
 Viering HA (tijdens de viering liederen van Sela)
Dankzegging en slotlied: Adem om van U te zingen (Psalmen voor Nu 145)
 Zegen"
2024-12-08,Band,Abba (Antonie),"We beginnen met het 'Kaarsenlied' en het aansteken van de tweede adventskaars
 Welkom (fijn dat je er bent!) en opening van de dienst
 Lied: Toekomst vol van hoop (Sela)
 Leefregel: Matt. 5,3-10
 Lied: aan uw voeten Heer (Opw. 462)
 Met de kinderen
 Intro, gebed en bijbellezing: Jesaja 57:14-21
 Psalmen voor Nu 16: Ik val niet uit zijn hand
 Preek
 Sela - Magnificat
 Voorbeden
 Collecte (en presentatie van pioniersplek Dichtbij)
 Slotlied: Er is een dag (opw. 585)
 Zegen"
2024-12-15,KB,Koos,"Kaarslied + Kaarsmoment + Bijbeltekst
Welkom
Votum & Groet
Gezang 433 
Kom tot ons de wereld wacht, couplet 1,3,4,5  
(Liedboek, 2013) 
Geloofsbelijdenis
Gezang 913 
Wat de toekomst brenge moge…
  couplet 1, 2 en 4  (Liedboek, 2013) 
Gebed
Kindermoment
Schriftlezing: Jesaja 44: 21-23 en Lucas 15: 1-3 en 11-24
Preek
Opwekking 811 
Witter dan sneeuw         
Voorbedegebed
Mededelingen
Collecte                [luisterlied: 
Kom tot ons Heer
 – Sela]
Slotlied: 
Wij blijven geloven…
Zegen"
2024-12-22,Orgel,Arjan,"Projectlied, adventskaars en Bijbeltekst
Welkom, Votum en Groet
Psalm 65 couplet 1, 2 en 3 – vertaling Levensliederen
Gebed
Gezang 439 
Verwacht de komst des Heren
, couplet 1 t/m 4
Kindermoment (na lied naar Chrisclub)
Opwekking 42 ‘
k Stel mijn vertrouwen op de Heer, mijn God 
(canon)
Inleiding op Bijbellezing; deel 2
Bijbellezing: Jesaja 2: 1-5 en Openbaring 21: 1-5
Preek
Gezang 1010 
Geef vrede, Heer geef vrede
, couplet 1 t/m 4
Mededelingen
Voorbedegebed
Collecte
De wet als wegzending
Gezang 426 
God to enfold you / God zal je hoeden
.
Zegen"
2024-12-24,Orgel,Jan,"De kerkdienst wordt gehouden in de Immanuelkerk en wordt ook uitgezonden via Youtube
Klik 
hier
 om de dienst van deze week te bekijken"
2024-12-25,Band ,Kerstband olv Luuk,"Van duister naar het Licht - vrede op aarde!
De kerkdienst wordt gehouden in de Immanuelkerk en wordt ook uitgezonden via Youtube
Klik 
hier
 om de dienst van deze week te bekijken.
Kerstfeest 2024
Kinderen komen binnen met lampionnen
Lied 1: 
Joy to the world
Lied 2: 
Komt allen tezamen
Welkom, 
Stiltemoment, Votum & Groet
Lied 
Onze Schuilplaats is God
Lied 
In ons hart geboren
 (Sela)
Gebed
Kindermoment
Lied 
Vrolijk kerstfeest iedereen (Wonderbare raadsman)
Bijbellezing: Lucas 2: 1-20
Preek
Lied 6: 
Way Maker
 (Light in the darkness)
Mededelingen
Gebed
Collect (lied 7: Miljoenen stemmen – Schrijvers voor gerechtigheid)
Slotlied 
Ere zij God
Zegen"
2024-12-29,Orgel,Christoffel,"De kerkdienst wordt gehouden in de Immanuelkerk en wordt ook uitgezonden via Youtube
Klik 
hier
 om de dienst van deze week te bekijken"
2025-01-05,KB,Arend,"Welkom! Opening van de dienst
 Votum en groet (gesproken)
 Lied: Onze schuilplaats is God
 Belijdenis: getuigenis van Jonathan de Jong
 Lied - Heer, u bent mijn leven (vers 1,3,4) - gekozen door Mynke Sysling
Gebed voor kerk en wereld - Maartje Sonneveld
 Inleiding op lezing en lied: ‘Spreek o Heer’ (Opw. 689 - gekozen door Heleen Rietveld)
 Bijbellezing door Mynke Sysling: Matteüs 3:13-17
 Korte overdenking: de doop van Jezus
 Lied: Mijn Jezus mijn redder - gekozen door Sarah Duister
Uitleg over doop en belijdenis
 Doopvragen en bediening van de Heilige Doop
 Openbare gebloofsbelijdenis 
 Lied: zegen mij!
Collecte (tijdens collecte: who am I - Casting Crowns, gekozen door Maartje Sonneveld)
Inleiding op het Avondmaal
 Viering Avondmaal (tijdens viering o.a. 'turn your eyes upon Jesus' - gekozen door Julia van der Velde)
Slotlied en dankzegging: Psalm 145 PvN (Adem om van u te zingen)
 Zegen"
2025-01-12,Orgel,Mattijs,"Welkom! Opening van de dienst
 Openingslied: Psalm 100 (DNP)
 Leefregel
 Lied: Father, we love you (NLB 875)
 Introductie op het thema, gebed en lezingen: Exodus 3:13-15 en Heidelbergse Catechismus, zondag 47 
 Lied: Abba Vader U alleen (NLB 886)
 Preek
 Antwoordlied: ‘Heer onze Heer, hoe heerlijk is uw Naam’ (Gereformeerd Kerkboek 8a)
 Voorbeden
 Collecten
 Slotlied: Heilig, Heilig, Heilig (NLB 405a)
 Zegen"
2025-01-19,KB,Julia+ Sophie en Lineke,"Welkom
Mededeling overlijden br. Jan van den Poll
Opwekking 640 
Ik hef mijn ogen op naar de bergen…
Votum & Groet & Amen (gesproken)
Lied 1005 
Zoekend naar licht
                      Liedboek, 2013
Kindermoment over bidden
Gebed
Lied: 
Als je bidt zal Hij je geven…
                [kinderen naar Chrisclub en tieners naar BEAM]
Bijbellezing: Marcus 1: 9-15
Heidelbergse Catechismus: Zondag 48 (Wat is de tweede bede) en Zondag 49 (derde bede)
Psalm 98 couplet 1 en 2                tekst: De nieuwe psalmberijming             (muziek van Psalternatief)
Preek
Lied 
Licht aan 
– Schrijvers voor gerechtigheid
Mededelingen
Voorbedegebed
Collecte voor Youth for Christ / The Mall
Slotlied: Opwekking 832 
Jezus Overwinnaar
Zegen"
2025-01-24,,Martien,"De samenkomst wordt gehouden in de Immanuelkerk en wordt ook uitgezonden via Youtube
Klik 
hier
 om de dienst te bekijken
Locatie
Immanuelkerk
Schoemakerstraat 1
Delft"
2025-01-26,Band,VGSD (Sander),"Welkom, Votum & Groet
Opwekking 464  
Wees stil voor het aangezicht van God
Leefregel
Opwekking 876 
Voor altijd heilig
Kindermoment over bidden
Gebed
Inleiding op de doop
Opwekking 599 
Kom tot de Vader
Doopvragen en Heilige Doop
Lied: 
Zegen voor de kinderen
 - Sela
Bijbellezing: Lucas 11: 1-13
Preek
Opwekking 436 
Onze Vader
Mededelingen
Voorbedegebed
Collecte: Financiële ondersteuning (diaconie)
Slotlied: 
De kerk van alle tijden 
(LEV)
Zegen"
